order_id,customer_id,order_date,category,order_value,is_returned,satisfaction_score
ORD_5405,CUST_1036,2025-07-04,Electronics,713.65,False,4
ORD_5406,CUST_1081,2025-06-20,Apparel,308.63,False,2
ORD_5407,CUST_1142,2025-04-04,Books,869.6,False,1
ORD_5408,CUST_1169,2025-10-01,Home & Kitchen,258.45,False,2
ORD_5409,CUST_1192,2025-03-13,Home & Kitchen,780.71,False,2
ORD_5410,CUST_1127,2025-06-02,Electronics,300.68,False,1
ORD_5411,CUST_1136,2025-06-03,Electronics,1184.46,False,2
ORD_5412,CUST_1100,2025-07-14,Books,513.72,False,2
ORD_5413,CUST_1196,2025-07-17,Electronics,34.78,True,2
ORD_5414,CUST_1056,2025-03-23,Electronics,1139.19,False,3
ORD_5415,CUST_1161,2025-05-13,Books,924.03,False,4
ORD_5416,CUST_1022,2025-08-14,Books,652.12,False,1
ORD_5417,CUST_1080,2025-07-02,Books,1106.3,False,2
ORD_5418,CUST_1138,2025-03-24,Beauty,709.93,False,1
ORD_5419,CUST_1080,2025-09-19,Beauty,880.0,False,1
ORD_5420,CUST_1063,2025-01-30,Beauty,152.44,False,1
ORD_5421,CUST_1080,2025-09-15,Sports,794.79,False,1
ORD_5422,CUST_1182,2025-04-11,Sports,28.45,False,3
ORD_5423,CUST_1134,2025-03-21,Sports,322.21,False,3
ORD_5424,CUST_1188,2025-06-25,Electronics,929.14,True,2
ORD_5425,CUST_1070,2025-04-04,Electronics,326.6,False,1
ORD_5426,CUST_1128,2025-06-01,Books,441.75,False,5
ORD_5427,CUST_1043,2025-05-26,Apparel,317.31,True,3
ORD_5428,CUST_1173,2025-09-06,Electronics,285.66,False,1
ORD_5429,CUST_1004,2025-04-13,Electronics,574.04,False,2
ORD_5430,CUST_1046,2025-07-28,Electronics,670.14,False,4
ORD_5431,CUST_1058,2025-07-20,Apparel,508.26,False,3
ORD_5432,CUST_1020,2025-08-17,Home & Kitchen,156.49,False,1
ORD_5433,CUST_1046,2025-04-28,Books,1177.98,False,1
ORD_5434,CUST_1120,2025-06-24,Home & Kitchen,931.63,False,1
ORD_5435,CUST_1142,2025-03-17,Electronics,452.17,False,3
ORD_5436,CUST_1190,2025-05-22,Apparel,564.75,False,4
ORD_5437,CUST_1198,2025-05-13,Apparel,882.97,False,2
ORD_5438,CUST_1039,2025-02-26,Beauty,43.33,False,1
ORD_5439,CUST_1086,2025-06-06,Sports,460.89,False,3
ORD_5440,CUST_1027,2025-05-15,Books,1179.99,False,1
ORD_5441,CUST_1037,2025-06-13,Home & Kitchen,125.24,False,5
ORD_5442,CUST_1106,2025-06-08,Home & Kitchen,558.27,False,5
ORD_5443,CUST_1025,2025-09-02,Apparel,770.1,False,5
ORD_5444,CUST_1146,2025-05-08,Beauty,800.0,False,3
ORD_5445,CUST_1067,2025-07-03,Home & Kitchen,1112.36,False,3
ORD_5446,CUST_1082,2025-08-26,Home & Kitchen,291.83,False,2
ORD_5447,CUST_1200,2025-08-09,Books,144.13,True,2
ORD_5448,CUST_1120,2025-04-15,Beauty,158.07,False,2
ORD_5449,CUST_1116,2025-06-07,Beauty,329.03,True,1
ORD_5450,CUST_1176,2025-05-15,Sports,840.8,True,2
ORD_5451,CUST_1038,2025-02-21,Sports,309.14,False,5
ORD_5452,CUST_1013,2025-07-15,Home & Kitchen,323.3,False,1
ORD_5453,CUST_1104,2025-07-10,Beauty,673.81,False,1
ORD_5454,CUST_1119,2025-02-19,Apparel,158.92,True,1
ORD_5455,CUST_1034,2025-07-24,Beauty,456.1,False,1
ORD_5456,CUST_1150,2025-03-20,Home & Kitchen,1102.15,True,1
ORD_5457,CUST_1051,2025-09-11,Sports,540.47,False,3
ORD_5458,CUST_1032,2025-01-08,Beauty,75.01,False,4
ORD_5459,CUST_1186,2025-05-24,Beauty,49.94,False,2
ORD_5460,CUST_1091,2025-03-11,Apparel,340.85,False,2
ORD_5461,CUST_1009,2025-09-10,Books,746.12,False,4
ORD_5462,CUST_1106,2025-07-01,Books,582.65,True,2
ORD_5463,CUST_1036,2025-05-22,Apparel,776.54,False,2
ORD_5464,CUST_1162,2025-08-08,Books,956.89,False,3
ORD_5465,CUST_1123,2025-05-18,Beauty,422.68,False,3
ORD_5466,CUST_1100,2025-04-29,Apparel,45.88,False,1
ORD_5467,CUST_1200,2025-06-07,Electronics,973.25,False,3
ORD_5468,CUST_1197,2025-04-18,Apparel,1169.17,True,3
ORD_5469,CUST_1062,2025-08-04,Books,982.3,False,1
ORD_5470,CUST_1196,2025-06-15,Books,1018.11,False,3
ORD_5471,CUST_1045,2025-04-25,Apparel,717.14,False,3
ORD_5472,CUST_1152,2025-02-03,Sports,845.16,False,5
ORD_5473,CUST_1037,2025-05-25,Apparel,1006.49,False,4
ORD_5474,CUST_1139,2025-08-03,Apparel,596.17,True,1
ORD_5475,CUST_1155,2025-04-08,Electronics,638.84,True,3
ORD_5476,CUST_1052,2025-05-16,Apparel,418.8,False,3
ORD_5477,CUST_1016,2025-01-27,Apparel,710.13,False,1
ORD_5478,CUST_1135,2025-05-20,Home & Kitchen,1153.26,False,4
ORD_5479,CUST_1151,2025-07-07,Home & Kitchen,372.59,False,2
ORD_5480,CUST_1188,2025-04-28,Sports,1153.38,False,2
ORD_5481,CUST_1182,2025-06-04,Sports,1069.18,False,3
ORD_5482,CUST_1058,2025-09-02,Books,980.13,False,3
ORD_5483,CUST_1033,2025-03-05,Sports,17.13,False,5
ORD_5484,CUST_1101,2025-05-04,Books,53.37,False,5
ORD_5485,CUST_1057,2025-08-31,Books,138.37,False,3
ORD_5486,CUST_1191,2025-06-05,Apparel,425.97,False,1
ORD_5487,CUST_1182,2025-06-18,Sports,879.2,False,1
ORD_5488,CUST_1068,2025-02-17,Apparel,836.41,False,1
ORD_5489,CUST_1185,2025-01-30,Electronics,472.34,False,2
ORD_5490,CUST_1106,2025-05-13,Beauty,431.21,False,4
ORD_5491,CUST_1148,2025-05-29,Sports,282.32,False,1
ORD_5492,CUST_1076,2025-02-14,Home & Kitchen,324.44,True,2
ORD_5493,CUST_1044,2025-05-19,Beauty,205.67,True,1
ORD_5494,CUST_1087,2025-08-28,Books,1073.47,False,4
ORD_5495,CUST_1168,2025-02-19,Books,1069.36,False,1
ORD_5496,CUST_1085,2025-02-15,Apparel,500.0,False,5
ORD_5497,CUST_1068,2025-04-16,Home & Kitchen,367.42,True,2
ORD_5498,CUST_1147,2025-07-26,Beauty,197.0,False,4
ORD_5499,CUST_1023,2025-03-30,Sports,755.73,False,1
ORD_5500,CUST_1007,2025-03-04,Apparel,771.26,False,4
ORD_5501,CUST_1030,2025-07-10,Beauty,573.07,False,3
ORD_5502,CUST_1024,2025-09-07,Books,474.22,False,4
ORD_5503,CUST_1095,2025-07-07,Beauty,67.87,False,3
ORD_5504,CUST_1058,2025-09-24,Home & Kitchen,683.63,False,1
ORD_5505,CUST_1022,2025-08-18,Home & Kitchen,972.69,False,5
ORD_5506,CUST_1059,2025-06-13,Electronics,1011.34,False,4
ORD_5507,CUST_1138,2025-05-09,Beauty,693.67,False,3
ORD_5508,CUST_1021,2025-02-27,Sports,56.15,False,5
ORD_5509,CUST_1147,2025-08-11,Books,189.73,False,4
ORD_5510,CUST_1045,2025-04-24,Apparel,973.03,False,4
ORD_5511,CUST_1021,2025-04-05,Beauty,254.27,False,2
ORD_5512,CUST_1153,2025-07-28,Home & Kitchen,1094.3,False,1
ORD_5513,CUST_1023,2025-04-11,Books,485.87,False,3
ORD_5514,CUST_1134,2025-03-13,Electronics,947.06,False,5
ORD_5515,CUST_1108,2025-03-11,Beauty,192.33,False,5
ORD_5516,CUST_1195,2025-01-31,Electronics,681.78,True,2
ORD_5517,CUST_1138,2025-06-03,Home & Kitchen,1055.3,False,4
ORD_5518,CUST_1147,2025-08-02,Beauty,59.4,False,2
ORD_5519,CUST_1159,2025-06-03,Sports,836.99,True,2
ORD_5520,CUST_1177,2025-03-14,Electronics,898.71,False,3
ORD_5521,CUST_1006,2025-04-12,Home & Kitchen,383.47,False,1
ORD_5522,CUST_1059,2025-04-21,Home & Kitchen,1169.45,False,3
ORD_5523,CUST_1069,2025-06-03,Beauty,731.9,True,2
ORD_5524,CUST_1055,2025-09-16,Beauty,893.02,False,3
ORD_5525,CUST_1015,2025-03-15,Apparel,92.76,False,4
ORD_5526,CUST_1035,2025-07-28,Books,1057.01,True,1
ORD_5527,CUST_1052,2025-05-20,Electronics,310.65,False,3
ORD_5528,CUST_1181,2025-06-29,Home & Kitchen,451.5,False,4
ORD_5529,CUST_1163,2025-04-30,Electronics,822.19,False,4
ORD_5530,CUST_1153,2025-08-21,Apparel,1153.22,False,5
ORD_5531,CUST_1090,2025-04-18,Apparel,1007.62,False,1
ORD_5532,CUST_1073,2025-05-01,Beauty,73.84,False,2
ORD_5533,CUST_1057,2025-09-01,Apparel,818.07,False,4
ORD_5534,CUST_1132,2025-05-10,Sports,25.54,False,2
ORD_5535,CUST_1154,2025-08-29,Electronics,280.17,False,3
ORD_5536,CUST_1183,2025-08-05,Sports,341.32,False,3
ORD_5537,CUST_1118,2025-04-11,Apparel,568.04,False,5
ORD_5538,CUST_1102,2025-05-14,Electronics,23.71,False,3
ORD_5539,CUST_1144,2025-06-30,Books,736.72,False,1
ORD_5540,CUST_1124,2025-06-08,Home & Kitchen,1186.21,False,3
ORD_5541,CUST_1067,2025-06-08,Sports,1143.34,False,2
ORD_5542,CUST_1039,2025-05-03,Apparel,1081.13,False,5
ORD_5543,CUST_1104,2025-06-15,Home & Kitchen,821.7,False,4
ORD_5544,CUST_1076,2025-03-17,Beauty,494.45,False,5
ORD_5545,CUST_1182,2025-06-06,Apparel,421.65,False,5
ORD_5546,CUST_1164,2025-06-18,Beauty,1089.23,False,5
ORD_5547,CUST_1077,2025-07-23,Apparel,1011.16,False,2
ORD_5548,CUST_1076,2025-02-24,Beauty,166.61,False,5
ORD_5549,CUST_1196,2025-09-11,Apparel,1137.1,False,1
ORD_5550,CUST_1057,2025-07-26,Apparel,896.89,False,3
ORD_5551,CUST_1096,2025-07-30,Books,363.45,False,4
ORD_5552,CUST_1014,2025-04-30,Sports,706.54,False,1
ORD_5553,CUST_1121,2025-09-15,Apparel,608.07,False,4
ORD_5554,CUST_1136,2025-03-20,Beauty,79.06,False,2
ORD_5555,CUST_1052,2025-03-17,Beauty,1184.82,False,4
ORD_5556,CUST_1037,2025-04-23,Sports,228.72,True,2
ORD_5557,CUST_1162,2025-05-20,Home & Kitchen,766.88,True,2
ORD_5558,CUST_1054,2025-04-29,Apparel,697.89,False,1
ORD_5559,CUST_1034,2025-09-15,Beauty,765.68,False,4
ORD_5560,CUST_1099,2025-06-26,Electronics,647.53,False,1
ORD_5561,CUST_1083,2025-09-29,Books,240.83,False,2
ORD_5562,CUST_1058,2025-09-05,Home & Kitchen,384.83,True,3
ORD_5563,CUST_1151,2025-08-03,Apparel,92.37,True,2
ORD_5564,CUST_1117,2025-05-11,Books,721.7,False,2
ORD_5565,CUST_1088,2025-06-09,Beauty,440.71,False,4
ORD_5566,CUST_1005,2025-04-03,Apparel,876.7,False,1
ORD_5567,CUST_1151,2025-08-28,Apparel,160.95,False,1
ORD_5568,CUST_1097,2025-09-13,Sports,318.11,False,1
ORD_5569,CUST_1153,2025-07-01,Sports,143.11,False,1
ORD_5570,CUST_1177,2025-02-26,Beauty,541.51,False,3
ORD_5571,CUST_1122,2025-08-16,Apparel,258.51,False,1
ORD_5572,CUST_1078,2025-05-25,Sports,134.66,False,5
ORD_5573,CUST_1156,2025-09-12,Apparel,511.31,False,5
ORD_5574,CUST_1185,2025-04-19,Electronics,350.01,False,4
ORD_5575,CUST_1051,2025-08-04,Apparel,936.88,False,2
ORD_5576,CUST_1092,2025-07-29,Beauty,364.99,True,2
ORD_5577,CUST_1054,2025-04-20,Beauty,406.77,True,3
ORD_5578,CUST_1023,2025-06-17,Electronics,1004.75,False,2
ORD_5579,CUST_1024,2025-09-24,Books,103.93,False,3
ORD_5580,CUST_1165,2025-06-08,Beauty,1186.57,False,4
ORD_5581,CUST_1013,2025-05-02,Apparel,1050.86,False,3
ORD_5582,CUST_1174,2025-04-02,Beauty,890.17,True,1
ORD_5583,CUST_1003,2025-04-27,Apparel,801.08,False,3
ORD_5584,CUST_1113,2025-07-27,Home & Kitchen,1055.99,True,2
ORD_5585,CUST_1047,2025-06-19,Beauty,489.3,False,4
ORD_5586,CUST_1177,2025-05-31,Beauty,962.88,False,2
ORD_5587,CUST_1029,2025-05-12,Sports,875.8,False,2
ORD_5588,CUST_1027,2025-06-11,Books,586.97,False,4
ORD_5589,CUST_1047,2025-08-22,Beauty,938.31,False,2
ORD_5590,CUST_1124,2025-09-25,Beauty,148.83,False,1
ORD_5591,CUST_1017,2025-03-31,Sports,387.37,False,5
ORD_5592,CUST_1197,2025-05-09,Books,872.67,False,3
ORD_5593,CUST_1133,2025-04-01,Sports,845.19,True,3
ORD_5594,CUST_1187,2025-04-21,Beauty,424.71,False,4
ORD_5595,CUST_1039,2025-06-13,Books,1072.09,False,1
ORD_5596,CUST_1165,2025-09-06,Apparel,614.1,False,4
ORD_5597,CUST_1043,2025-04-18,Beauty,394.95,False,3
ORD_5598,CUST_1013,2025-06-23,Apparel,667.34,False,2
ORD_5599,CUST_1021,2025-03-07,Beauty,964.49,False,4
ORD_5600,CUST_1115,2025-07-25,Electronics,1177.09,False,1
